0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
09-01-0095-43,09-006,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO MIXTO ""CAPULLITOS""",20 AVENIDA 1-16 ZONA 1,77612031,PEDRO GERÓNIMO SARAT CHAJ,NORMA JUDIT GONZÁLEZ LICARDIÉ,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0097-43,09-006,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO EVANGELICO DE OCCIDENTE,4A. CALLE 25-92 ZONA 1,77654062,PEDRO GERÓNIMO SARAT CHAJ,YENSY ROBERTO DÍAZ SOLÍS,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0098-43,09-002,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO MIXTO ""SUIZO QUETZALTENANGO""",1RA CALLE 43-50 ZONA 8,77635523,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,MIRNA LETICIA CIFUENTES GODINEZ,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0099-43,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRÓCERES,18 CALLE 7-51 ZONA 5,79268712,PEDRO GERÓNIMO SARAT CHAJ,ALMA MARLENY DE LEÓN CIFUENTES,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0101-43,09-006,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO DE ESTUDIOS AVANZADOS DE OCCIDENTE,AVENIDA JESUS CASTILLO 1-81 ZONA 3,77618218,PEDRO GERÓNIMO SARAT CHAJ,MARÍA VALENTINA ANLEU DÍAZ,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0103-43,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO LICEO ALTENSE,8A. CALLE 4-10 ZONA 1,77612629,PEDRO GERÓNIMO SARAT CHAJ,ILIANA ELIZABETH GARCIA SOTO,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0104-43,09-002,QUETZALTENANGO,QUETZALTENANGO,COLEGIO CRISTIANO VERBO,CALLE CIRILO FLORES 4-37 ZONA 1,77631051,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,SMIRNA ELIZABETH SOSA RAMOS,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0106-43,09-004,QUETZALTENANGO,QUETZALTENANGO,"EORM ""JOSE MARTI""",ALDEA SAN JOSE CHIQUILAJA,41965002,DINA RUBI GONZALEZ DE LEON,DANIEL WALTER JUÁREZ IXCATCOY,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0107-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EORM,CANTON CHOQUI,40133581,DINA RUBI GONZALEZ DE LEON,MARÍA GLORIA CHAN HERNÁNDEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0108-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EORM DR. GUILLERMO MATA AMADO,CANTON SAN JOSE LA VIÑA,59072685,DINA RUBI GONZALEZ DE LEON,ANGEL MOISÉS LÓPEZ DE LEÓN,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0109-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EORM,CANTON LLANOS DE LA CRUZ,77672247,DINA RUBI GONZALEZ DE LEON,EVELYN XIOMARA CIFUENTES LÓPEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0110-43,09-002,QUETZALTENANGO,QUETZALTENANGO,EORM,CANTON CHITAY LAS ROSAS,79268394,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,ANA PATRICIA ESCOBAR RECINOS,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0111-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EORM,CANTON XEPACHE,41499882,DINA RUBI GONZALEZ DE LEON,INGRID FABIOLA ROESCH QUIROA,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0112-43,09-002,QUETZALTENANGO,QUETZALTENANGO,EORM EDUARDO PRADO PONCE,CANTON XECARACOJ,56910304,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,LILIAN PATRICIA BARRIOS JUÁREZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0113-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EORM,CANTON TIERRA COLORADA,54124026,DINA RUBI GONZALEZ DE LEON,MARÍA LUCILA SAQUIC OROZCO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0114-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EORM,"ZONA 8, CANTON LAS TAPIAS",40454401,DINA RUBI GONZALEZ DE LEON,MARIA JOSE PONCE MOLINA,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0115-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EORM,PACAJA,,DINA RUBI GONZALEZ DE LEON,CARLOS HUMBERTO AGUIRRE TOLEDO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0116-43,09-002,QUETZALTENANGO,QUETZALTENANGO,"EORM ""LICENCIADA MARÍA LUISA BELTRANENA DE PADILLA""",CANTÓN CHUICAVIOC,30423825,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,LILIAN JUDITH GONZÁLEZ MAZARIEGOS,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0117-43,09-002,QUETZALTENANGO,QUETZALTENANGO,EORM,CANTON CHITUX,36045096,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,JUAN EDWIN GUERRA QUEMÉ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0118-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EORM,CANTON CHICUA,47696315,DINA RUBI GONZALEZ DE LEON,LEONZO VELÁSQUEZ OXLAJ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0119-43,09-002,QUETZALTENANGO,QUETZALTENANGO,EORM,CANTON CHICHIGUITAN,57835237,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,YECENIA MARICELA HERNÁNDEZ PISQUIY,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0120-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EORM,ALDEA LAS MAJADAS,42920269,DINA RUBI GONZALEZ DE LEON,PATRICIA LISETTE SACALXOT MORENO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0177-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EORM,2 AVENIDA 17-90 ZONA 5,57840196,DINA RUBI GONZALEZ DE LEON,DIANA ELISA PÉREZ COTÓM,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0178-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EORM,CANTON XETUJ,,DINA RUBI GONZALEZ DE LEON,ROSA ANGÉLICA COTÍ SAC,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0179-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EORM,CANTON CANDELARIA,42528677,DINA RUBI GONZALEZ DE LEON,ELIDA LUISA COTI PÉREZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0180-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EORM,CANTON CHUICARACOJ,42599642,DINA RUBI GONZALEZ DE LEON,SIOMARA LEONARDA LÓPEZ VICENTE,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0181-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EORM,CANTON TIERRA COLORADA ALTA,59493557,DINA RUBI GONZALEZ DE LEON,ADA MARIELA MOLINA CASTILLO,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0182-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EORM,BARRIO GARIBALDI,,DINA RUBI GONZALEZ DE LEON,CLAUDIA VERÓNICA MAZARIEGOS QUEVEDO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0183-43,09-002,QUETZALTENANGO,QUETZALTENANGO,EORM,"SECTOR DIEZ (10), PACAJA ALTO",31012236,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,LUIS ALBERTO POROJ PEREZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
